open,K,S0,sig,prem,sh,expiry,S_T,itm,premium_$,pnl_$,pnl_pct_of_sleeve,ticker
2016-11-18,33.79487472502422,34.95000076293945,0.1559254971271055,0.1568703198899612,7397.571437507993,2016-12-16,36.310001373291016,False,1160.459397810719,1160.459397810719,0.4641837591242876,INTC
2016-12-16,34.72368439883473,36.310001373291016,0.19321314499749986,0.21881292572066385,7199.696815824925,2017-01-20,36.939998626708984,False,1575.3867245723993,1575.3867245723993,0.6301546898289597,INTC
2017-01-20,36.17149082100808,36.939998626708984,0.0969374796277893,0.10496953706492942,6911.520491016153,2017-02-17,36.47999954223633,False,725.4991063567393,725.4991063567393,0.2901996425426957,INTC
2017-02-17,35.157235744390874,36.47999954223633,0.17112140556682265,0.18005727575190808,7110.911728601586,2017-03-17,35.27000045776367,False,1280.3713939642932,1280.3713939642932,0.5121485575857173,INTC
2017-03-17,34.34476497141194,35.27000045776367,0.11198190596380078,0.12727147504098213,7279.129736601668,2017-04-21,36.31999969482422,False,926.42557859197,926.42557859197,0.37057023143678797,INTC
2017-04-21,35.66998007128375,36.31999969482422,0.08404345231856357,0.0893239811031533,7008.694692298508,2017-05-19,35.400001525878906,True,626.0445122526428,-1266.1526859607777,-0.5064610743843111,INTC
2017-05-19,34.01265920427974,35.400001525878906,0.18511239435889051,0.1893638884746304,7350.204478235651,2017-06-16,35.209999084472656,False,1391.8633010823446,1391.8633010823446,0.5567453204329378,INTC
2017-06-16,34.310393682907524,35.209999084472656,0.10916738187276079,0.12380986118583248,7286.421785493619,2017-07-21,34.72999954223633,False,902.1308698033906,902.1308698033906,0.3608523479213563,INTC
2017-07-21,33.38400059584808,34.72999954223633,0.17875314960647964,0.18401620226311668,7488.617168042231,2017-08-18,35.0099983215332,False,1378.0268914655073,1378.0268914655073,0.551210756586203,INTC
2017-08-18,33.88917021657424,35.0099983215332,0.15104608447195392,0.15212385526742492,7376.987940464001,2017-09-15,37.0,False,1122.2158457646847,1122.2158457646847,0.4488863383058738,INTC
