date,strategy,realised_$,open_mtm_$,equity_$,collateral_in_use_$,open_positions,premium_collected_cum_$
2026-09-22,weekly,0,-199.05,499800.95,455250.0,5,3137.95
2026-09-22,monthly,0,-158.55,499841.45,440750.0,5,5873.95
2026-09-24,weekly,0,600.95,500600.95,455250.0,5,3137.95
2026-09-24,monthly,0,254.95,500254.95,440750.0,5,5873.95
2026-09-25,weekly,0,1715.95,501715.95,455250.0,5,3137.95
2026-09-25,monthly,0,1555.95,501555.95,440750.0,5,5873.95
