ticker,date,close
MRVL,2026-09-22,262.36
MRVL,2026-09-24,258.95
MSFT,2026-09-22,498.0
MSFT,2026-09-24,497.93
NVDA,2026-09-22,228.87
NVDA,2026-09-24,224.58
PLTR,2026-09-22,184.99
PLTR,2026-09-24,192.59
TSM,2026-09-22,452.0
TSM,2026-09-24,451.15
